task_name|frame_range|split
uniandes_dance_022_17|877-925|train
uniandes_dance_022_17|1000-1048|train
uniandes_dance_022_18|877-925|train
uniandes_dance_022_18|1000-1048|train
uniandes_dance_022_20|877-925|val
uniandes_dance_022_20|1000-1048|train
uniandes_dance_022_22|877-925|train
uniandes_dance_022_22|1000-1048|train
uniandes_dance_022_23|877-925|train
uniandes_dance_022_23|1000-1048|train
uniandes_dance_022_25|877-925|train
uniandes_dance_022_25|1000-1048|train
uniandes_dance_022_26|877-925|val
uniandes_dance_022_26|1000-1048|val
uniandes_dance_022_27|877-925|val
uniandes_dance_022_27|1000-1048|train
uniandes_dance_022_29|877-925|train
uniandes_dance_022_29|1000-1048|train
uniandes_dance_022_3|877-925|train
uniandes_dance_022_3|1000-1048|train
uniandes_dance_022_30|877-925|train
uniandes_dance_022_30|1000-1048|train
uniandes_dance_022_31|877-925|val
uniandes_dance_022_31|1000-1048|train
uniandes_dance_022_33|877-925|train
uniandes_dance_022_33|1000-1048|val
uniandes_dance_022_35|877-925|train
uniandes_dance_022_35|1000-1048|train
uniandes_dance_022_36|877-925|train
uniandes_dance_022_36|1000-1048|train
uniandes_dance_022_37|877-925|train
uniandes_dance_022_37|1000-1048|train
uniandes_dance_022_38|877-925|train
uniandes_dance_022_38|1000-1048|train
uniandes_dance_022_39|877-925|train
uniandes_dance_022_39|1000-1048|train
uniandes_dance_022_4|877-925|train
uniandes_dance_022_4|1000-1048|train
uniandes_dance_022_4|2000-2048|train
uniandes_dance_022_41|877-925|train
uniandes_dance_022_41|1000-1048|train
uniandes_dance_022_42|877-925|val
uniandes_dance_022_42|1000-1048|train
uniandes_dance_022_44|877-925|train
uniandes_dance_022_44|1000-1048|train
uniandes_dance_022_45|877-925|val
uniandes_dance_022_45|1000-1048|train
uniandes_dance_022_46|877-925|train
uniandes_dance_022_46|1000-1048|train
uniandes_dance_022_47|877-925|train
uniandes_dance_022_47|1000-1048|val
uniandes_dance_022_48|877-925|train
uniandes_dance_022_48|1000-1048|val
uniandes_dance_022_48|2000-2048|train
uniandes_dance_022_49|877-925|train
uniandes_dance_022_49|1000-1048|train
uniandes_dance_022_5|877-925|train
uniandes_dance_022_5|1000-1048|train
uniandes_dance_022_50|877-925|train
uniandes_dance_022_50|1000-1048|train
uniandes_dance_022_50|2000-2048|train
uniandes_dance_022_52|877-925|train
uniandes_dance_022_52|1000-1048|train
uniandes_dance_022_6|877-925|train
uniandes_dance_022_6|1000-1048|train
uniandes_dance_022_6|2000-2048|train
uniandes_dance_022_7|877-925|train
uniandes_dance_022_7|1000-1048|train
uniandes_dance_022_7|2000-2048|train
uniandes_dance_022_7|2451-2499|train
uniandes_dance_022_8|877-925|train
uniandes_dance_022_8|1000-1048|train
uniandes_dance_022_8|2000-2048|val
uniandes_dance_022_9|877-925|train
uniandes_dance_022_9|1000-1048|train
uniandes_dance_022_9|2000-2048|train
uniandes_dance_023_12|877-925|train
uniandes_dance_023_12|1000-1048|train
uniandes_dance_023_13|877-925|train
uniandes_dance_023_13|1000-1048|train
uniandes_dance_023_13|2000-2048|train
uniandes_dance_023_14|877-925|train
uniandes_dance_023_14|1000-1048|train
uniandes_dance_023_14|2000-2048|train
uniandes_dance_023_15|877-925|val
uniandes_dance_023_15|1000-1048|train
uniandes_dance_023_15|2000-2048|train
uniandes_dance_023_16|877-925|train
uniandes_dance_023_16|1000-1048|train
uniandes_dance_023_17|877-925|train
uniandes_dance_023_17|1000-1048|train
uniandes_dance_023_18|877-925|train
uniandes_dance_023_18|1000-1048|train
uniandes_dance_023_19|877-925|train
uniandes_dance_023_19|1000-1048|train
uniandes_dance_023_20|877-925|train
uniandes_dance_023_20|1000-1048|train
uniandes_dance_023_22|877-925|val
uniandes_dance_023_22|1000-1048|train
uniandes_dance_023_25|877-925|train
uniandes_dance_023_25|1000-1048|val
uniandes_dance_023_25|2000-2048|train
uniandes_dance_023_28|877-925|train
uniandes_dance_023_28|1000-1048|train
uniandes_dance_023_30|877-925|train
uniandes_dance_023_30|1000-1048|train
uniandes_dance_023_30|2000-2048|train
uniandes_dance_023_33|877-925|train
uniandes_dance_023_33|1000-1048|train
uniandes_dance_023_33|2000-2048|train
uniandes_dance_023_35|877-925|train
uniandes_dance_023_35|1000-1048|train
uniandes_dance_023_35|2000-2048|val
uniandes_dance_023_37|877-925|val
uniandes_dance_023_37|1000-1048|train
uniandes_dance_023_38|877-925|train
uniandes_dance_023_38|1000-1048|train
uniandes_dance_023_39|877-925|train
uniandes_dance_023_39|1000-1048|train
uniandes_dance_023_40|877-925|train
uniandes_dance_023_40|1000-1048|train
uniandes_dance_023_42|877-925|train
uniandes_dance_023_42|1000-1048|train
uniandes_dance_023_44|877-925|train
uniandes_dance_023_44|1000-1048|train
uniandes_dance_023_45|877-925|train
uniandes_dance_023_45|1000-1048|val
uniandes_dance_023_46|877-925|train
uniandes_dance_023_46|1000-1048|train
uniandes_dance_023_49|877-925|train
uniandes_dance_023_49|1000-1048|train
uniandes_dance_023_51|877-925|train
uniandes_dance_023_51|1000-1048|train
uniandes_dance_023_52|877-925|train
uniandes_dance_023_52|1000-1048|train
uniandes_dance_023_53|877-925|train
uniandes_dance_023_53|1000-1048|train
uniandes_dance_023_54|877-925|train
uniandes_dance_023_54|1000-1048|train
uniandes_dance_023_55|877-925|train
uniandes_dance_023_55|1000-1048|train
uniandes_dance_023_55|2000-2048|train
uniandes_dance_023_55|2451-2499|train
uniandes_dance_023_56|877-925|train
uniandes_dance_023_56|1000-1048|train
uniandes_dance_023_56|2000-2048|train
uniandes_dance_023_57|877-925|train
uniandes_dance_023_57|1000-1048|train
uniandes_dance_023_57|2000-2048|val
uniandes_dance_023_58|877-925|train
uniandes_dance_023_58|1000-1048|train
uniandes_dance_023_58|2000-2048|train
uniandes_dance_023_9|877-925|train
uniandes_dance_023_9|1000-1048|val
uniandes_dance_023_9|2000-2048|train
uniandes_dance_024_2|877-925|train
uniandes_dance_024_2|1000-1048|train
uniandes_dance_024_2|2000-2048|train
uniandes_dance_024_3|877-925|train
uniandes_dance_024_3|1000-1048|train
uniandes_dance_024_37|877-925|val
uniandes_dance_024_37|1000-1048|train
uniandes_dance_024_38|877-925|train
uniandes_dance_024_38|1000-1048|train
uniandes_dance_024_39|877-925|train
uniandes_dance_024_39|1000-1048|train
uniandes_dance_024_4|877-925|train
uniandes_dance_024_4|1000-1048|train
uniandes_dance_024_40|877-925|train
uniandes_dance_024_40|1000-1048|train
uniandes_dance_024_40|2000-2048|train
uniandes_dance_024_40|2451-2499|train
uniandes_dance_024_41|877-925|train
uniandes_dance_024_41|1000-1048|train
uniandes_dance_024_41|2000-2048|train
uniandes_dance_024_42|877-925|train
uniandes_dance_024_42|1000-1048|train
uniandes_dance_024_42|2000-2048|val
uniandes_dance_024_43|877-925|train
uniandes_dance_024_43|1000-1048|train
uniandes_dance_024_43|2000-2048|train
uniandes_dance_024_5|877-925|train
uniandes_dance_024_5|1000-1048|train
uniandes_dance_024_6|877-925|val
uniandes_dance_024_6|1000-1048|train
uniandes_dance_024_7|877-925|train
uniandes_dance_024_7|1000-1048|train
uniandes_dance_024_8|877-925|train
uniandes_dance_024_8|1000-1048|train
utokyo_cpr_2005_23_2|877-925|train
utokyo_cpr_2005_23_2|1000-1048|train
utokyo_cpr_2005_23_2|2000-2048|train
utokyo_cpr_2005_23_2|2451-2499|train
utokyo_cpr_2005_25_2|877-925|train
utokyo_cpr_2005_25_2|1000-1048|val
utokyo_cpr_2005_25_2|2000-2048|val
utokyo_cpr_2005_25_2|2451-2499|train
utokyo_cpr_2005_26_2|877-925|train
utokyo_cpr_2005_26_2|1000-1048|train
utokyo_cpr_2005_26_2|2000-2048|train
utokyo_cpr_2005_28_2|877-925|train
utokyo_cpr_2005_28_2|1000-1048|train
utokyo_cpr_2005_28_2|2000-2048|train
utokyo_cpr_2005_28_2|2451-2499|train
utokyo_cpr_2005_33_2|877-925|train
utokyo_cpr_2005_33_2|1000-1048|train
utokyo_cpr_2005_33_2|2000-2048|train
utokyo_cpr_2005_34_2|877-925|train
utokyo_cpr_2005_34_2|1000-1048|train
utokyo_cpr_2005_34_2|2000-2048|train
utokyo_cpr_2005_34_2|2451-2499|train
utokyo_cpr_2005_35_2|877-925|train
utokyo_cpr_2005_35_2|1000-1048|train
utokyo_cpr_2005_35_2|2000-2048|train
utokyo_cpr_2005_35_2|2451-2499|train
utokyo_cpr_2005_36_2|877-925|train
utokyo_cpr_2005_36_2|1000-1048|val
utokyo_cpr_2005_36_2|2000-2048|train
utokyo_cpr_2005_36_2|2451-2499|train
utokyo_cpr_2005_37_2|877-925|train
utokyo_cpr_2005_37_2|1000-1048|train
utokyo_cpr_2005_37_2|2000-2048|train
utokyo_cpr_2005_37_2|2451-2499|train
utokyo_omelet_12_1001_2|877-925|train
utokyo_omelet_12_1001_2|1000-1048|val
utokyo_omelet_12_1001_2|2000-2048|train
utokyo_omelet_12_1001_2|2451-2499|train
utokyo_omelet_12_1001_4|877-925|train
utokyo_omelet_12_1001_4|1000-1048|train
utokyo_omelet_12_1001_4|2000-2048|val
utokyo_omelet_12_1001_4|2451-2499|train
utokyo_omelet_6_1001_2|877-925|train
utokyo_omelet_6_1001_2|1000-1048|val
utokyo_omelet_6_1001_2|2000-2048|train
utokyo_omelet_6_1001_2|2451-2499|val
utokyo_omelet_6_1001_4|877-925|train
utokyo_omelet_6_1001_4|1000-1048|train
utokyo_omelet_6_1001_4|2000-2048|val
utokyo_omelet_6_1001_4|2451-2499|val
utokyo_pcr_2001_23_2|877-925|train
utokyo_pcr_2001_23_2|1000-1048|train
utokyo_pcr_2001_23_2|2000-2048|train
utokyo_pcr_2001_23_2|2451-2499|train
utokyo_pcr_2001_23_4|877-925|train
utokyo_pcr_2001_23_4|1000-1048|train
utokyo_pcr_2001_23_4|2000-2048|train
utokyo_pcr_2001_23_4|2451-2499|train
utokyo_pcr_2001_23_6|877-925|train
utokyo_pcr_2001_23_6|1000-1048|train
utokyo_pcr_2001_23_6|2000-2048|train
utokyo_pcr_2001_23_6|2451-2499|train
utokyo_pcr_2001_25_2|877-925|train
utokyo_pcr_2001_25_2|1000-1048|train
utokyo_pcr_2001_25_2|2000-2048|train
utokyo_pcr_2001_25_2|2451-2499|train
utokyo_pcr_2001_25_4|877-925|train
utokyo_pcr_2001_25_4|1000-1048|train
utokyo_pcr_2001_25_4|2000-2048|train
utokyo_pcr_2001_25_4|2451-2499|train
utokyo_pcr_2001_25_6|877-925|train
utokyo_pcr_2001_25_6|1000-1048|train
utokyo_pcr_2001_25_6|2000-2048|train
utokyo_pcr_2001_25_6|2451-2499|train
utokyo_pcr_2001_28_2|877-925|train
utokyo_pcr_2001_28_2|1000-1048|train
utokyo_pcr_2001_28_2|2000-2048|train
utokyo_pcr_2001_28_2|2451-2499|train
utokyo_pcr_2001_28_4|877-925|train
utokyo_pcr_2001_28_4|1000-1048|train
utokyo_pcr_2001_28_4|2000-2048|train
utokyo_pcr_2001_28_4|2451-2499|train
utokyo_pcr_2001_28_6|877-925|train
utokyo_pcr_2001_28_6|1000-1048|train
utokyo_pcr_2001_28_6|2000-2048|train
utokyo_pcr_2001_28_6|2451-2499|train
utokyo_pcr_2001_31_2|877-925|train
utokyo_pcr_2001_31_2|1000-1048|train
utokyo_pcr_2001_31_2|2000-2048|train
utokyo_pcr_2001_31_2|2451-2499|train
utokyo_pcr_2001_31_4|877-925|train
utokyo_pcr_2001_31_4|1000-1048|train
utokyo_pcr_2001_31_4|2000-2048|train
utokyo_pcr_2001_31_4|2451-2499|train
utokyo_pcr_2001_31_6|877-925|train
utokyo_pcr_2001_31_6|1000-1048|train
utokyo_pcr_2001_31_6|2000-2048|val
utokyo_pcr_2001_31_6|2451-2499|train
utokyo_pcr_2001_31_8|877-925|train
utokyo_pcr_2001_31_8|1000-1048|train
utokyo_pcr_2001_31_8|2000-2048|train
utokyo_pcr_2001_31_8|2451-2499|train
utokyo_pcr_2001_33_2|877-925|train
utokyo_pcr_2001_33_2|1000-1048|train
utokyo_pcr_2001_33_2|2000-2048|train
utokyo_pcr_2001_33_2|2451-2499|train
utokyo_pcr_2001_33_4|877-925|train
utokyo_pcr_2001_33_4|1000-1048|train
utokyo_pcr_2001_33_4|2000-2048|train
utokyo_pcr_2001_33_4|2451-2499|train
utokyo_pcr_2001_33_6|877-925|train
utokyo_pcr_2001_33_6|1000-1048|train
utokyo_pcr_2001_33_6|2000-2048|val
utokyo_pcr_2001_33_6|2451-2499|train
utokyo_pcr_2001_34_2|877-925|train
utokyo_pcr_2001_34_2|1000-1048|train
utokyo_pcr_2001_34_2|2000-2048|train
utokyo_pcr_2001_34_2|2451-2499|train
utokyo_pcr_2001_34_4|877-925|train
utokyo_pcr_2001_34_4|1000-1048|train
utokyo_pcr_2001_34_4|2000-2048|val
utokyo_pcr_2001_34_4|2451-2499|val
utokyo_pcr_2001_34_6|877-925|train
utokyo_pcr_2001_34_6|1000-1048|train
utokyo_pcr_2001_34_6|2000-2048|train
utokyo_pcr_2001_34_6|2451-2499|train
utokyo_pcr_2001_35_2|877-925|val
utokyo_pcr_2001_35_2|1000-1048|train
utokyo_pcr_2001_35_2|2000-2048|train
utokyo_pcr_2001_35_2|2451-2499|train
utokyo_pcr_2001_35_4|877-925|train
utokyo_pcr_2001_35_4|1000-1048|train
utokyo_pcr_2001_35_4|2000-2048|train
utokyo_pcr_2001_35_6|877-925|train
utokyo_pcr_2001_35_6|1000-1048|train
utokyo_pcr_2001_35_6|2000-2048|train
utokyo_pcr_2001_35_6|2451-2499|train
utokyo_pcr_2001_36_2|877-925|train
utokyo_pcr_2001_36_2|1000-1048|train
utokyo_pcr_2001_36_2|2000-2048|train
utokyo_pcr_2001_36_2|2451-2499|val
utokyo_pcr_2001_36_4|877-925|train
utokyo_pcr_2001_36_4|1000-1048|train
utokyo_pcr_2001_36_4|2000-2048|train
utokyo_pcr_2001_36_4|2451-2499|train
utokyo_pcr_2001_36_6|877-925|train
utokyo_pcr_2001_36_6|1000-1048|train
utokyo_pcr_2001_36_6|2000-2048|train
utokyo_pcr_2001_36_6|2451-2499|train
utokyo_pcr_2001_37_2|877-925|train
utokyo_pcr_2001_37_2|1000-1048|train
utokyo_pcr_2001_37_2|2000-2048|train
utokyo_pcr_2001_37_2|2451-2499|train
utokyo_pcr_2001_37_4|877-925|val
utokyo_pcr_2001_37_4|1000-1048|train
utokyo_pcr_2001_37_4|2000-2048|train
utokyo_pcr_2001_37_4|2451-2499|train
utokyo_pcr_2001_37_6|877-925|train
utokyo_pcr_2001_37_6|1000-1048|val
utokyo_pcr_2001_37_6|2000-2048|train
utokyo_pcr_2001_37_6|2451-2499|train
utokyo_pcr_2001_38_2|877-925|train
utokyo_pcr_2001_38_2|1000-1048|train
utokyo_pcr_2001_38_2|2000-2048|val
utokyo_pcr_2001_38_2|2451-2499|train
utokyo_pcr_2001_38_4|877-925|train
utokyo_pcr_2001_38_4|1000-1048|train
utokyo_pcr_2001_38_4|2000-2048|train
utokyo_pcr_2001_38_4|2451-2499|train
utokyo_pcr_2001_38_6|877-925|val
utokyo_pcr_2001_38_6|1000-1048|train
utokyo_pcr_2001_38_6|2000-2048|train
utokyo_pcr_2001_38_6|2451-2499|train
utokyo_pcr_2001_38_8|877-925|val
utokyo_pcr_2001_38_8|1000-1048|train
utokyo_pcr_2001_38_8|2000-2048|train
utokyo_pcr_2001_38_8|2451-2499|train
utokyo_salad_12_1018_2|877-925|train
utokyo_salad_12_1018_2|1000-1048|train
utokyo_salad_12_1018_2|2000-2048|train
utokyo_salad_12_1018_2|2451-2499|train
utokyo_salad_12_1018_4|877-925|train
utokyo_salad_12_1018_4|1000-1048|train
utokyo_salad_12_1018_4|2000-2048|train
utokyo_salad_12_1018_4|2451-2499|train
utokyo_salad_4_1018_2|877-925|train
utokyo_salad_4_1018_2|1000-1048|train
utokyo_salad_4_1018_2|2000-2048|train
utokyo_salad_4_1018_2|2451-2499|train
utokyo_salad_4_1018_4|877-925|train
utokyo_salad_4_1018_4|1000-1048|train
utokyo_salad_4_1018_4|2000-2048|train
utokyo_salad_4_1018_4|2451-2499|train
utokyo_soccer_8000_46_47_10|877-925|val
utokyo_soccer_8000_46_47_10|1000-1048|train
utokyo_soccer_8000_46_47_10|2000-2048|val
utokyo_soccer_8000_46_47_10|2451-2499|train
utokyo_soccer_8000_46_47_12|877-925|val
utokyo_soccer_8000_46_47_12|1000-1048|train
utokyo_soccer_8000_46_47_12|2000-2048|train
utokyo_soccer_8000_46_47_12|2451-2499|train
utokyo_soccer_8000_46_47_2|877-925|train
utokyo_soccer_8000_46_47_2|1000-1048|train
utokyo_soccer_8000_46_47_2|2000-2048|val
utokyo_soccer_8000_46_47_2|2451-2499|train
utokyo_soccer_8000_46_47_4|877-925|train
utokyo_soccer_8000_46_47_4|1000-1048|train
utokyo_soccer_8000_46_47_4|2000-2048|train
utokyo_soccer_8000_46_47_4|2451-2499|train
utokyo_soccer_8000_46_47_6|877-925|train
utokyo_soccer_8000_46_47_6|1000-1048|train
utokyo_soccer_8000_46_47_6|2000-2048|train
utokyo_soccer_8000_46_47_6|2451-2499|train
utokyo_soccer_8000_46_47_8|877-925|val
utokyo_soccer_8000_46_47_8|1000-1048|train
utokyo_soccer_8000_46_47_8|2000-2048|train
utokyo_soccer_8000_46_47_8|2451-2499|train
utokyo_sushi_12_1008_2|877-925|train
utokyo_sushi_12_1008_2|1000-1048|train
utokyo_sushi_12_1008_2|2000-2048|train
utokyo_sushi_12_1008_2|2451-2499|val
utokyo_sushi_12_1008_4|877-925|train
utokyo_sushi_12_1008_4|1000-1048|train
utokyo_sushi_12_1008_4|2000-2048|train
utokyo_sushi_12_1008_4|2451-2499|val
